English,French,Correct,Wrong,Attempts
enthuses,enthousiaste,0,0,0
enthusiasm,"ivresse, enthousiasme",0,0,0
enthusiast,serpenteau,0,0,0
enthusiastic,enthousiaste,0,0,0
entice,"affriolent, aguichons, aguichez, affriolez, tenter",0,0,0
enticed,"aguiché, affriolèrent, affriolés, aguichée",0,0,0
entices,"affriole, aguiche",0,0,0
enticing,affriolant,0,0,0
entire,global,0,0,0
entirely,"complètement, entièrement",0,0,0
entitled,autorisée,0,0,0
entity,"entité, singularité, zinzin",0,0,0
entourage,entourage,0,0,0
entrain,"entraînons, entraînent, entraînez",0,0,0
entrained,"entraîna, entraînés, entraînai, entraînèrent",0,0,0
entraining,entraînant,0,0,0
entrains,entraîne,0,0,0
entrance,cochère,0,0,0
entrant,partant,0,0,0
entreat,réquisition,0,0,0
entrepreneur,entreprenneur,0,0,0
entresol,entresol,0,0,0
entrust,charger,0,0,0
enumerate,"énumérez, énumérent, énumérons, énumérer",0,0,0
enumerated,"énumérées, énuméra, énumérai, énumérée, énuméré",0,0,0
enumerates,énumére,0,0,0
enumerating,énumérant,0,0,0
enumeration,énumération,0,0,0
enunciate,"énoncez, énoncent, énonçons",0,0,0
enunciated,"énonçai, énoncé, énonça, énoncèrent, énoncée",0,0,0
enunciates,énonce,0,0,0
enunciating,énonçant,0,0,0
enunciation,énonciation,0,0,0
envelop,"enveloppent, envelopper, enveloppez, enveloppons",0,0,0
envelope,enveloppe,0,0,0
enveloped,"enveloppées, enveloppâmes, enveloppé, enveloppa",0,0,0
enveloping,enveloppant,0,0,0
envied,"enviés, enviâmes, envia, enviai, envié, enviée",0,0,0
envious,envieux,0,0,0
enviously,envieuxse,0,0,0
environment,"milieu, environnement",0,0,0
envisage,envisager,0,0,0
envoy,envoyé,0,0,0
envy,"enviez, envient, envions, envie, envier",0,0,0
envying,enviant,0,0,0
enzyme,enzyme,0,0,0
ephemeral,fugitif,0,0,0
ephemerally,fugitive,0,0,0
epidemic,contagion,0,0,0
epidemic plague,contagion,0,0,0
epidermis,épiderme,0,0,0
epilepsy,épilepsie,0,0,0
epilog,épilogue,0,0,0
epilogue,"epilogue, épilogue",0,0,0
episcopal,pontifical,0,0,0
episcopally,épiscopale,0,0,0
episode,épisode,0,0,0
epithet,épithète,0,0,0
epitome,sommaire,0,0,0
epoch,époque,0,0,0
epoch making,novateur,0,0,0
equable,"uniformément, uniformément",0,0,0
equal,"égaler, égal, égalent, aligner, de suite, égalez",0,0,0
equality,égalité,0,0,0
equality of votes,partage des voix,0,0,0
equalization,"assimilation, égalisation",0,0,0
equalize,"égalisez, égalisent, égaliser, égalisons",0,0,0
equalized,"égalisés, égalisèrent, égalisâmes, égalisée",0,0,0
equalizes,égalise,0,0,0
equalizing,égalisant,0,0,0
equalled,"égalâmes, égalées, égalèrent, égalai, égalés",0,0,0
equalling,égalant,0,0,0
equanimity,stoïcisme,0,0,0
equated,assimilé,0,0,0
equation,"égalité, équation",0,0,0
equator,équateur,0,0,0
equerries,écuyer,0,0,0
equerry,écuyer,0,0,0
equidistance,égale,0,0,0
equilibrate,pondérer,0,0,0
equilibration,pondération,0,0,0
equilibrium,"équilibre, pondération",0,0,0
equine,hippique,0,0,0
equip,"équiper, équipent, régler, équipons, équipez",0,0,0
equipage,matériel,0,0,0
equipment,"appareillage, garniture, matériel, équipement",0,0,0
equipotential,"équipotentielle, équipotentielles",0,0,0
equipped,"équipé, équipa, équipèrent, équipés, équipâmes",0,0,0
equipping,équipant,0,0,0
equitable,équitable,0,0,0
equity,équité,0,0,0
equivalencies,équivalences,0,0,0
equivalency,équivalence,0,0,0
equivalent value,équivalente,0,0,0
equivalently,équivalente,0,0,0
equivalents,équivalente,0,0,0
equivocally,normande,0,0,0
era,"époque, ère",0,0,0
eradicate,"rayonnons, rayonnez, arracher, rayonnent",0,0,0
eradicated,"rayonna, rayonné, rayonnée, rayonnèrent, rayonnées",0,0,0
eradicates,rayonne,0,0,0
eradicating,rayonnant,0,0,0
erase,"gommer, effacent, effaçons, effacez, raturer",0,0,0
erased,"effacée, effaça, effacé, effaçâmes, effacées",0,0,0
eraser,"gomme, grattoir",0,0,0
eraserd,mettre au rebut,0,0,0
erases,efface,0,0,0
erasing,"effaçant, raturant",0,0,0
ere,avantque,0,0,0
erect,"fonder, érigeons, érigent, érigez, arborer, ériger",0,0,0
erected,"érigés, érigé, érigeâmes, érigèrent, érigea",0,0,0
erecting,érigeant,0,0,0
erection,érection,0,0,0
erectness,rectitude,0,0,0
erector,constructeur,0,0,0
erects,érige,0,0,0
ergonomics,ergonomie,0,0,0
ergot,ergot,0,0,0
erode,"érodent, érodez, érodons",0,0,0
eroded,"éroda, érodées, érodâmes, érodés, érodèrent, érodé",0,0,0
erodes,érode,0,0,0
eroding,érodant,0,0,0
erosion,érosion,0,0,0
erotic,érotique,0,0,0
erotically,érotique,0,0,0
eroticism,érotisme,0,0,0
err,"errons, errez, errent",0,0,0
errand,"message, commission",0,0,0
erratic,vagabond,0,0,0
erratically,vagabonde,0,0,0
erred,"errèrent, erra, errai, errâmes, errée, errés, erré",0,0,0
erring,errant,0,0,0
error,"erreur, abus",0,0,0
error correction,déverminage,0,0,0
errs,erre,0,0,0
erstwhile,anciennement,0,0,0
eruption,tir par rafales,0,0,0
eruptive,éruptif,0,0,0
escalation,escalade,0,0,0
escapade,fugue,0,0,0
escape,"enfuir, enfuis, enfuient, enfuyons, échappent",0,0,0
escaped,"échappés, échappé, enfuirent, échappées, échappai",0,0,0
escapee,réfugié,0,0,0
escapement,inhibition,0,0,0
escapes,"enfuit, impasses, échappe",0,0,0
escaping,"effluent, enfuyant, échappant",0,0,0
escargot,volute,0,0,0
escort,"reconduisons, convoyage, escortez, reconduisez",0,0,0
escorted,"reconduite, escorta, reconduits, escortés, escorté",0,0,0
escorting,"escortant, reconduisant",0,0,0
esentially,fondamental,0,0,0
Eskimo,esquimaude,0,0,0
espalier,espalier,0,0,0
especially,"surtout, nommément, principalement",0,0,0
Esperanto,espéranto,0,0,0
espionage,espionnage,0,0,0
essay,"manipulation, thèse, traité, gradin",0,0,0
essential,"nécessaire, essentielle, essentiel, fondamental",0,0,0
establish,"établis, établissons, constatons, constatez",0,0,0
established,"constatée, constatai, constaté, constata, établies",0,0,0
establishes,"constate, établit",0,0,0
establishing,"établissant, manifestant, constatant",0,0,0
establishment,"établissement, etablissement",0,0,0
estate,"bien, domaine, propriété foncière, richement",0,0,0
estate car,break,0,0,0
esteem,"estime, respect, estimer, considérer",0,0,0
esthetic,esthétique,0,0,0
estimate,"devis, estiment, estimons, estimation, chiffrer",0,0,0
estimated,"estimé, estima, estimés, estimâmes, estimai",0,0,0
estimating,estimant,0,0,0
Estonia,Estonie,0,0,0
Estonian,Estonien,0,0,0
Estonian woman,Estonienne,0,0,0
estrange,aliéner,0,0,0
estuary,estuaire,0,0,0
etablished,régler,0,0,0
etc.,etc.,0,0,0
etch,éroder,0,0,0
etching,"eau−forte, estampe, eau forte",0,0,0
eternal,éternel,0,0,0
eternalize,immortaliser,0,0,0
eternity,éternité,0,0,0
ethereal,éthéré,0,0,0
ethereally,éthérée,0,0,0
ethic,éthique,0,0,0
ethical,éthique,0,0,0
ethics,éthique,0,0,0
Ethiopia,"Ethiopie, Abyssinie",0,0,0
ethnology,ethnologie,0,0,0
ethology,éthologie,0,0,0
ethos,ambiance,0,0,0
etymology,étymologie,0,0,0
eugenics,eugénique,0,0,0
eulogist,approbateur,0,0,0
eulogistic,laudatif,0,0,0
eunuch,eunuque,0,0,0
euphemistic,euphémique,0,0,0
euphony,euphonie,0,0,0
euphoric,euphorique,0,0,0
Europe,Europe,0,0,0
European,Européen,0,0,0
evacuate,"évacuez, vidanger, évacuer, évacuons, évacuent",0,0,0
evacuated,"évacués, évacué, évacuées, évacua, évacuai",0,0,0
evacuates,évacue,0,0,0
evacuating,évacuant,0,0,0
evacuation,évacuation,0,0,0
evade,"évader, évadez, éluder, évadons, éviter, évadent",0,0,0
evaded,"évada, évadâmes, évadé, évadai, évadées, évadée",0,0,0
evades,évade,0,0,0
evading,évadant,0,0,0
evaluate,"évaluez, évaluent, évaluons",0,0,0
evaluated,"évalués, évaluèrent, évaluées, évaluée, évalué",0,0,0
evaluates,évalue,0,0,0
evaluating,évaluant,0,0,0
evaluation,valorisation,0,0,0
evangelic,évangelique,0,0,0
evaporate,"évaporer, évaporons, évaporez, évaporent",0,0,0
evaporated,"évaporés, évaporèrent, évaporée, évaporées",0,0,0
evaporates,évapore,0,0,0
evaporating,évaporant,0,0,0
evaporation,"évaporation, vaporisation",0,0,0
evaporator,vaporisateur,0,0,0
evasion,"débordément, évasion",0,0,0
evasive,évasif,0,0,0
eve,veille,0,0,0
even,"soi même, plat, même, droite, égal",0,0,0
even if,quitte à,0,0,0
even parity,parité paire,0,0,0
even with,quitte,0,0,0
evened,équilibré,0,0,0
evenhandedly,impartiale,0,0,0
evening,"soirée, soir",0,0,0
evening meal,souper,0,0,0
evenly,sereine,0,0,0
evenness,planéité,0,0,0
event,"organisation, événement",0,0,0
eventide,couchant,0,0,0
eventual,éventuel,0,0,0
eventuality,"possibilté, éventualité",0,0,0
ever,jaùais,0,0,0
evergreen,pervenche,0,0,0
everlasting,consistance,0,0,0
every,"toute, chacun, chaque",0,0,0
every time,chaque fois,0,0,0
everyday occurrence,prosaïsme,0,0,0
everyone,"chacun, tout le monde, chaque",0,0,0
everything,toute,0,0,0
everywhere,partout,0,0,0
evict,"évinçons, évincent, évincez, évincer",0,0,0
evicted,"évincèrent, évinçâmes, évinçai, évinça, évincés",0,0,0
evicting,évinçant,0,0,0
evicts,évince,0,0,0
evidence,"argument, certificat, évidence",0,0,0
evidencing,concluant,0,0,0
evident,évident,0,0,0
evil,"mauvais, torve",0,0,0
evilly,haineuxse,0,0,0
evilness,malignité,0,0,0
evoke,"évoquent, évoquer, évoquez, évoquons",0,0,0
evoked,"évoquées, évoqua, évoquai, évoquâmes, évoqué",0,0,0
evokes,évoque,0,0,0
evoking,évoquant,0,0,0
evolution,évolution,0,0,0
evolve,évoluer,0,0,0
ex−,ancien,0,0,0
exacerbates,farouche,0,0,0
exact,exact,0,0,0
exacting,prestigieux,0,0,0
exactingly,prestigieux,0,0,0
exaction,recouvrement,0,0,0
exactitude,exactitude,0,0,0
exactly,"précisément, exactement, justement, droite",0,0,0
exaggerate,"exagérent, exagérons, exagérez",0,0,0
exaggerated,"exagérés, exagéra, exagérâmes, exagérai, exagéré",0,0,0
exaggerates,exagére,0,0,0
exaggerating,exagérant,0,0,0
exaggeration,"exagération, extravagance",0,0,0
exaltation,soulèvement,0,0,0
exam,vérification,0,0,0
examination,"vérification, examen",0,0,0
examine,"examiner, examinez, sonder, examinons, explorer",0,0,0
examined,"examinées, examinèrent, examinés, examina, examiné",0,0,0
examines,examine,0,0,0
examining,examinant,0,0,0
examining magistrate,instructeur,0,0,0
example,"exemple, ex",0,0,0
exasperate,"exaspérer, exaspérent, exaspérons, exaspérez",0,0,0
exasperated,"exaspéré, exaspérées, exaspérèrent, exaspérés",0,0,0
exasperates,exaspére,0,0,0
exasperating,exaspérant,0,0,0
excavate,"excavons, excavez, excavent, excavation, excaver",0,0,0
excavated,"excavai, excavée, excavèrent, excava, excavés",0,0,0
excavates,excave,0,0,0
excavating,excavant,0,0,0
excavation,fouille,0,0,0
excavator,dragueur,0,0,0
exceed,"excédez, excédons, dépassez, excéder, dépassent",0,0,0
exceedable,traversable,0,0,0
exceeded,"excédée, excédées, excédèrent, dépassés, excédés",0,0,0
exceeding,"excédant, dépassant",0,0,0
exceedingly,outre,0,0,0
exceeds,"excéde, dépasse",0,0,0
Excellency,excellence,0,0,0
excellent,"exquis, distingué, épatant",0,0,0
except,"sauf, hormis, exempter, excepter",0,0,0
exceptionally,exceptionnellenment,0,0,0
excess,"excédent, excés",0,0,0
excessive,immodéré,0,0,0
excessively,outre,0,0,0
exchange,"échangent, échangeons, échanger, échangez, échange",0,0,0
exchanged,"échangèrent, échangées, échangée, échangeai",0,0,0
exchanger,échangeur,0,0,0
exchanging,échangeant,0,0,0
exchequer,fisc,0,0,0
excitable,impressionnable,0,0,0
excite,"irriter, exciter, excitent, énerver, excitez",0,0,0
excited,"excités, excitèrent, excitées, excita, excité",0,0,0
exciter,excitateur,0,0,0
excites,excite,0,0,0
exciting,"palpitant, excitant, vibrant",0,0,0
exclaim,"exclamer, exclament, exclamons, exclamez",0,0,0
exclaimed,"exclama, exclamèrent, exclamés, exclamée, exclamé",0,0,0
exclaiming,exclamant,0,0,0
exclaims,exclame,0,0,0
exclamation,exclamation,0,0,0
exclude,"exclure, excluez, excluent, excluons, exempter",0,0,0
excluded,"exclues, exclus, exclue, exclut, exclûmes, exclu",0,0,0
excluding,excluyant,0,0,0
exclusion,exclusion,0,0,0
exclusively,seulement,0,0,0
exclusivity,exclusivité,0,0,0
excrement,"éjection, excrément",0,0,0
excruciation,tourment,0,0,0
excude,sécréter,0,0,0
excursion,excursion,0,0,0
excusable,véniel,0,0,0
excuse,"excusent, excuser, excusez, excusons, excuse",0,0,0
excuse me,excuse,0,0,0
excuse oneself,s'excuser,0,0,0
excused,"excusèrent, excusé, excusés, excusées, excusée",0,0,0
excuses,atermoiements,0,0,0
excusing,excusant,0,0,0
execute,"exécutent, exécuter, exécutons, exécutez",0,0,0
executed,"exécutées, exécutâmes, exécutés, exécutèrent",0,0,0
executes,exécute,0,0,0
executing,"exécution, exécutant",0,0,0
execution,"supplice, exécution, déroulement",0,0,0
executive,exécutif,0,0,0
exemplification,annotation,0,0,0
exempt,"dispensez, dispensons, dispensent",0,0,0
exempted,"dispensai, dispensa, dispensèrent, dispensés",0,0,0
exempting,dispensant,0,0,0
exemption,"dérogation, exemption",0,0,0
exempts,dispense,0,0,0
exercise,"instruire, exerçons, exercice, mise en practique",0,0,0
exercise−book,cahier,0,0,0
exercised,"exerçai, exercée, exerça, exercées, exerçâmes",0,0,0
exerciser,système de test,0,0,0
exercises,exerce,0,0,0
exercising,exerçant,0,0,0
exert,"efforçons, efforcer, efforcent, efforcez",0,0,0
exerted,"efforcé, efforcés, efforcèrent, efforcées, efforça",0,0,0
exerting,"fatigue, efforçant",0,0,0
exerts,efforce,0,0,0
exess pressure,surpression,0,0,0
exhale,exhaler,0,0,0
exhaust,"exhausion, épuisons, épuisent, épuisez, épuiser",0,0,0
exhaust pipe,échappement,0,0,0
exhausted,"épuisés, anéantîmes, anéantirent, épuisai, épuisée",0,0,0
exhausting,"anéantissant, épuisant",0,0,0
exhaustion,épuisement,0,0,0
exhausts,"anéantit, épuise",0,0,0
exhibition,exposition,0,0,0
exhibitor,souscripteur,0,0,0
exhilaration,réjouissance,0,0,0
exhortation,sommation,0,0,0
exiguity,urgence,0,0,0
exile,"exiler, exilent, exilons, exil, exilez, proscrit",0,0,0
exiled,"exilée, exilées, exila, exilèrent, exilai, exilés",0,0,0
exiles,exile,0,0,0
exiling,exilant,0,0,0
exist,"animation, exister, existons, existez, existent",0,0,0
existed,"existé, exista, existées, existâmes, existèrent",0,0,0
existence,existence,0,0,0
existing,existant,0,0,0
exists,existe,0,0,0
exit,"débouché, sortie, trémie de sortie, débouché",0,0,0
exiting,vibrant,0,0,0
exits,sorties,0,0,0
exodus,exode,0,0,0
exonerate,"exonérer, exonérons, exonérent, exonérez",0,0,0
exonerated,"exonéra, exonérai, exonérâmes, exonérés, exonéré",0,0,0
exonerates,exonére,0,0,0
exonerating,exonérant,0,0,0
exoneration,exonération,0,0,0
exorbitant,"immodéré, hors de prix",0,0,0
exotic,exotique,0,0,0
expand,élargir,0,0,0
expansion,"expansion, extension",0,0,0
expatriate,dénaturaliser,0,0,0
expect,"espérent, espérez, espérons, attendre",0,0,0
expectation,expectative,0,0,0
expected,"espérèrent, espérés, espérai, espérée, espérâmes",0,0,0
expecting,espérant,0,0,0
expects,espère,0,0,0
expedience,convenance,0,0,0
expediency,convenance,0,0,0
expedite,"alimenter, expédions, expédiez, précipiter",0,0,0
expedited,"expédièrent, expédiées, expédiâmes, expédiai",0,0,0
expedites,expédie,0,0,0
expediting,expédiant,0,0,0
expel,"expulsent, expulsez, expulser, expulsons",0,0,0
expelled,"expulsa, expulsés, expulsées, expulsé, expulsâmes",0,0,0
expelling,expulsant,0,0,0
expels,expulse,0,0,0
expenditure,déguster,0,0,0
expenditures,impenses,0,0,0
expense,défraiements,0,0,0
expenses,"déguster, défraiements, dépense",0,0,0
expensive,"coûteux, cher, cherère",0,0,0
experienced,experimenté,0,0,0
experiment,"expérimentons, expérimentent, expérience, essai",0,0,0
experimentation,expérimenter,0,0,0
experimented,"expérimentèrent, expérimenta, expérimentai",0,0,0
experimenting,expérimentant,0,0,0
experiments,expérimente,0,0,0
expert,"technicienne, experimenté",0,0,0
expiration,"expiration, échéance, abaissement",0,0,0
expire,"expirons, expirez, expirer, échoir, échois, mourir",0,0,0
expired,"expirées, périmé, expiré, expirâmes, échu, expira",0,0,0
expires,"expire, échoit",0,0,0
expiring,"expirant, échéant",0,0,0
expiry,échéance,0,0,0
explain,"expliquer, expliquent, expliquons, expliquez",0,0,0
explained,"expliquées, expliqué, expliquâmes, expliquai",0,0,0
explaining,expliquant,0,0,0
explains,explique,0,0,0
explanation,"annotation, interprétation",0,0,0
explication,annotation,0,0,0
explicit,expressément,0,0,0
explode,"éclatez, éclatons, éclatent, détoner, exploser",0,0,0
exploded,"éclatèrent, éclatés, éclatai, éclata, éclatâmes",0,0,0
explodes,éclate,0,0,0
exploit,"exploiter, exploitons, exploitez, exploitent",0,0,0
exploitation,exploitation,0,0,0
exploited,"exploité, exploitée, exploitâmes, exploitées",0,0,0
exploits,exploite,0,0,0
exploration,exploration,0,0,0
explore,"explorer, explorent, explorez, explorons",0,0,0
explored,"explorés, explorée, explorâmes, explorées, explora",0,0,0
explores,explore,0,0,0
exploring,explorant,0,0,0
explosion,explosion,0,0,0
exponent,"intérimaire, exposant",0,0,0
export,"exportent, exportez, exportation, exportons",0,0,0
exported,"exportai, exportâmes, exporta, exportée, exportées",0,0,0
exporter,exportateur,0,0,0
exporting,exportant,0,0,0
exports,exporte,0,0,0
expose,"exposent, exposons, mémorial, exposez, exposer",0,0,0
exposed,"démasqué, exposâmes, démasquée, démasquées, exposa",0,0,0
exposes,"expose, démasque",0,0,0
exposing,démasquant,0,0,0
express,"express, exprimons, exprimez, exprimer, expriment",0,0,0
express letter,lettre exprès,0,0,0
express train,express,0,0,0
expressed,"exprimâmes, exprimai, exprima, émise, exprimée",0,0,0
expresses,exprime,0,0,0
expressing,exprimant,0,0,0
expression,"listing, mine, expression, terme",0,0,0
expressive,expressif,0,0,0
expressway,autoroute,0,0,0
expropriation,"emprise, dépossession",0,0,0
expulsion,expulsion,0,0,0
exquisit,select,0,0,0
extend,"étendre, étendez, élargir, prolonger, étendons",0,0,0
extended,"étendîmes, étendirent, étendit, étendues, étendis",0,0,0
extending,étendant,0,0,0
extends,"s'étend, étend",0,0,0
extension,"expansive, extension, rallonge",0,0,0
extensive,"étendu, ample",0,0,0
extent,"expansive, périphérie",0,0,0
extenuate,"exténuent, exténuons, exténuez, exténuer",0,0,0
extenuated,"exténuèrent, exténuées, exténué, exténua, exténués",0,0,0
extenuates,exténue,0,0,0
extenuating,exténuant,0,0,0
exterminate,"exterminent, exterminez, exterminons, exterminer",0,0,0
exterminated,"exterminés, exterminai, extermina, exterminées",0,0,0
exterminates,extermine,0,0,0
exterminating,exterminant,0,0,0
external,externe,0,0,0
extinction,purge,0,0,0
extinguish,"éteignons, éteignez, éteignent, éteins, éteindre",0,0,0
extinguished,"éteignis, éteignit, éteignirent, éteignîmes",0,0,0
extinguishing,éteignant,0,0,0
extra pay,majoration,0,0,0
extract,"extrayons, extrais, extrayez, extraire, extraient",0,0,0
extracted,"extraits, extrait, extraites, extraite",0,0,0
extracting,extrayant,0,0,0
extraction,"extraction, évulsion",0,0,0
extradite,"extradez, extradent, extradons",0,0,0
extradited,"extradées, extradèrent, extradâmes, extradés",0,0,0
extradites,extrade,0,0,0
extraditing,extradant,0,0,0
extraordinary,extraordinaire,0,0,0
extreme,extrême,0,0,0
extremely,extrêmement,0,0,0
extremity,"extrémité, extrêmité",0,0,0
